0.000,0.000,1.046e+01,1.040e+01,48.041,-7.325e+00,251.636,2.580e+01
5.000,0.000,1.060e+01,1.056e+01,16.919,-8.261e+00,231.145,2.390e+01
10.000,0.000,1.053e+01,1.051e+01,345.926,-1.042e+01,208.258,2.440e+01
15.000,0.000,1.033e+01,1.032e+01,314.416,-1.395e+01,172.448,2.849e+01
20.000,0.000,1.019e+01,1.017e+01,282.746,-1.489e+01,112.399,4.060e+01
25.000,0.000,1.016e+01,1.013e+01,252.362,-1.157e+01,71.882,6.331e+01
30.000,0.000,1.010e+01,1.005e+01,224.393,-9.301e+00,52.535,3.643e+01
35.000,0.000,9.805e+00,9.752e+00,198.715,-8.671e+00,40.564,2.711e+01
40.000,0.000,9.196e+00,9.158e+00,174.421,-9.491e+00,31.248,2.317e+01
45.000,0.000,8.361e+00,8.345e+00,150.659,-1.183e+01,22.252,2.233e+01
50.000,0.000,7.474e+00,7.470e+00,127.191,-1.635e+01,9.905,2.485e+01
55.000,0.000,6.684e+00,6.682e+00,104.624,-2.523e+01,328.902,3.503e+01
60.000,0.000,6.033e+00,6.028e+00,84.023,-2.156e+01,229.434,3.252e+01
65.000,0.000,5.464e+00,5.443e+00,66.220,-1.571e+01,209.767,2.571e+01
70.000,0.000,4.886e+00,4.829e+00,51.476,-1.282e+01,202.256,2.399e+01
75.000,0.000,4.224e+00,4.116e+00,39.654,-1.123e+01,197.852,2.416e+01
80.000,0.000,3.439e+00,3.267e+00,30.505,-1.036e+01,194.996,2.543e+01
85.000,0.000,2.516e+00,2.272e+00,23.795,-9.971e+00,193.235,2.747e+01
90.000,0.000,1.450e+00,1.127e+00,19.362,-9.930e+00,192.402,3.004e+01
95.000,0.000,2.436e-01,-1.648e-01,17.100,-1.020e+01,192.412,3.260e+01
100.000,0.000,-1.099e+00,-1.589e+00,16.920,-1.080e+01,193.185,3.391e+01
105.000,0.000,-2.553e+00,-3.099e+00,18.671,-1.181e+01,194.615,3.281e+01
110.000,0.000,-4.055e+00,-4.582e+00,21.963,-1.344e+01,196.521,3.037e+01
115.000,0.000,-5.453e+00,-5.835e+00,25.870,-1.614e+01,198.509,2.892e+01
120.000,0.000,-6.440e+00,-6.580e+00,28.964,-2.129e+01,199.137,3.035e+01
125.000,0.000,-6.597e+00,-6.598e+00,30.282,-3.992e+01,146.481,3.427e+01
130.000,0.000,-5.798e+00,-5.910e+00,30.680,-2.166e+01,38.652,3.313e+01
135.000,0.000,-4.528e+00,-4.875e+00,32.341,-1.562e+01,39.479,2.955e+01
