0.000,0.000,8.979e+00,8.976e+00,58.328,-1.887e+01,286.545,3.040e+01
5.000,0.000,8.839e+00,8.812e+00,70.038,-1.130e+01,286.343,2.472e+01
10.000,0.000,8.798e+00,8.748e+00,81.483,-8.948e+00,295.626,2.281e+01
15.000,0.000,8.893e+00,8.845e+00,93.147,-8.623e+00,311.375,2.173e+01
20.000,0.000,9.119e+00,9.092e+00,105.129,-9.103e+00,335.286,2.054e+01
25.000,0.000,9.415e+00,9.407e+00,117.204,-9.119e+00,5.471,1.918e+01
30.000,0.000,9.671e+00,9.671e+00,129.101,-8.259e+00,33.787,1.797e+01
35.000,0.000,9.788e+00,9.787e+00,140.663,-7.288e+00,56.153,1.712e+01
40.000,0.000,9.710e+00,9.705e+00,151.817,-6.727e+00,74.364,1.665e+01
45.000,0.000,9.431e+00,9.421e+00,162.484,-6.600e+00,90.646,1.649e+01
50.000,0.000,8.975e+00,8.956e+00,172.508,-6.739e+00,106.054,1.649e+01
55.000,0.000,8.374e+00,8.344e+00,181.642,-6.959e+00,120.573,1.652e+01
60.000,0.000,7.661e+00,7.615e+00,189.582,-7.147e+00,133.583,1.648e+01
65.000,0.000,6.857e+00,6.790e+00,196.014,-7.282e+00,144.434,1.633e+01
70.000,0.000,5.973e+00,5.879e+00,200.656,-7.394e+00,152.828,1.606e+01
75.000,0.000,5.017e+00,4.889e+00,203.269,-7.515e+00,158.832,1.576e+01
80.000,0.000,3.998e+00,3.820e+00,203.643,-7.657e+00,162.694,1.550e+01
85.000,0.000,2.924e+00,2.675e+00,201.572,-7.818e+00,164.714,1.543e+01
90.000,0.000,1.811e+00,1.458e+00,196.828,-7.993e+00,165.153,1.575e+01
95.000,0.000,6.802e-01,1.765e-01,189.126,-8.176e+00,164.192,1.686e+01
100.000,0.000,-4.435e-01,-1.152e+00,178.099,-8.373e+00,161.923,1.974e+01
105.000,0.000,-1.537e+00,-2.485e+00,163.283,-8.589e+00,158.347,2.930e+01
110.000,0.000,-2.583e+00,-3.732e+00,144.147,-8.834e+00,153.378,2.329e+01
115.000,0.000,-3.540e+00,-4.704e+00,120.355,-9.106e+00,146.908,1.372e+01
120.000,0.000,-4.278e+00,-5.114e+00,92.601,-9.396e+00,138.879,8.776e+00
125.000,0.000,-4.458e+00,-4.758e+00,63.498,-9.684e+00,129.428,6.315e+00
130.000,0.000,-3.790e+00,-3.813e+00,36.358,-9.972e+00,118.991,6.277e+00
135.000,0.000,-2.730e+00,-2.739e+00,12.715,-1.032e+01,108.200,7.641e+00
140.000,0.000,-1.905e+00,-1.949e+00,352.146,-1.088e+01,97.547,9.339e+00
145.000,0.000,-1.639e+00,-1.710e+00,333.479,-1.186e+01,86.898,1.104e+01
150.000,0.000,-2.097e+00,-2.179e+00,315.458,-1.346e+01,74.964,1.266e+01
155.000,0.000,-3.368e+00,-3.441e+00,296.963,-1.568e+01,58.473,1.377e+01
160.000,0.000,-5.464e+00,-5.519e+00,277.379,-1.754e+01,33.604,1.308e+01
165.000,0.000,-8.350e+00,-8.434e+00,257.903,-1.725e+01,9.201,9.598e+00
170.000,0.000,-1.189e+01,-1.246e+01,245.197,-1.554e+01,0.743,5.118e+00
175.000,0.000,-1.343e+01,-1.697e+01,263.289,-1.362e+01,6.734,3.964e+00
180.000,0.000,-1.134e+01,-1.380e+01,298.784,-1.149e+01,19.441,2.724e+00
185.000,0.000,-8.939e+00,-9.255e+00,297.633,-9.297e+00,32.255,7.027e-01
190.000,0.000,-5.333e+00,-6.664e+00,284.340,-7.421e+00,42.418,4.507e+00
195.000,0.000,-3.185e+00,-5.402e+00,266.503,-6.118e+00,49.784,9.617e+00
200.000,0.000,-2.216e+00,-4.918e+00,246.095,-5.467e+00,54.662,2.001e+01
205.000,0.000,-2.177e+00,-4.841e+00,224.966,-5.462e+00,56.963,1.959e+01
210.000,0.000,-2.839e+00,-5.075e+00,205.373,-6.061e+00,55.992,1.132e+01
215.000,0.000,-3.951e+00,-5.764e+00,189.043,-7.153e+00,50.316,8.629e+00
220.000,0.000,-5.255e+00,-7.125e+00,177.082,-8.395e+00,38.004,8.685e+00
225.000,0.000,-6.428e+00,-9.342e+00,171.386,-9.031e+00,19.027,1.219e+01
230.000,0.000,-6.970e+00,-1.232e+01,177.486,-8.469e+00,358.949,3.870e+01
235.000,0.000,-6.627e+00,-1.407e+01,203.233,-7.161e+00,343.753,1.191e+01
240.000,0.000,-5.716e+00,-1.189e+01,228.579,-5.811e+00,333.873,6.583e+00
245.000,0.000,-4.709e+00,-8.720e+00,237.207,-4.709e+00,327.546,4.011e+00
250.000,0.000,-3.851e+00,-6.120e+00,237.995,-3.891e+00,323.410,2.338e+00
255.000,0.000,-3.138e+00,-4.072e+00,236.434,-3.314e+00,320.727,1.153e+00
